"ARZHANOV, Yevgeni",1
"ASAAD, Said Saif",1
"ASAD, Muhammad",1
"ASAHARA, Nobuharu",1
"ASANIDZE, George",1
"ASANO, Kevin Yoshimi",1
"ASARE, Isaac",1
"ASATI, Charles",1
"ASATIANI, Nugzar",1
"ASBRINK, Gosta",1
"ASCH, Peter Gregory",1
"ASCHWANDEN, Sergei",1
"ASCUY AGUILERA, Feliberto",1
"ASELL, Marko",1
"ASGEIRSSON, Sturla",1
"ASHBROOK, Temple W.",1
"ASHBURNER, Lesley",1
"ASHBY, Glenn",1
"ASHE, Saint-George",1
"ASHENFELTER, Horace III",1
"ASHFORD, Evelyn",1
"ASHLEY, Tom",1
"ASHUMOVA, Irada",1
"ASHURALIEV, Ruslan",1
"ASHWORTH, Gerald Howard",1
"ASIKAINEN, Alfred",1
"ASILIAN, Dimitra",1
"ASINARI, Carlo",1
"ASKIELOWICZ, Halina",1
"ASKOLA, Arvo",1
"ASLANOV, Fuad",1
"ASLOUM, Brahim",1
"ASMAEV, Viktor",1
"ASMUSSEN, Gunnar Henry",1
"ASPELIN, Simon",1
"ASPIN, John Symington",1
"ASRABAEV, Anatoli",1
"ASTAFEI, Galina",1
"ASTAKHOVA, Polina",1
"ASTAPKOVICH, Igor",2
"ASTAPOVSKY, Vladimir",1
"ASTBURY, Andrew",1
"ASTHER, Gunnar Anton Edvard",1
"ASTOR, John Jacob",1
"ASTRUP, Heidi",1
"ATALAY, Mahmut",1
"ATAN, Adil",1
"ATANASKOVIC, Aleksandar",1
"ATANASOV, Mikulas",1
"ATAVIN, Vyacheslav",1
"ATHANASOPOULOS, Spyros",1
"ATIK, Celal",1
"ATIYEH, Josep",1
"ATKIN, Charles Sydney",1
"ATKINS, Gillian",1
"ATKINSON, Sidney",1
"ATLASON, Arnor",1
"ATLI, Ismet",1
"ATTOLICO, Francesco",1
"ATTRILL, Louis",1
"ATTRILL, W.T.",1
"ATWOOD, Susanne Jean",1
"ATZORI, Fernando",1
"AUDINA, Mia",2
"AUDU, Musa",1
"AUER, Gerhard",1
"AUER, Victor Lee",1
"AUERSWALD-LANGE, Ingrid",1
"AUF DER HEIDE, Hermann",1
"AUFFRAY, André",1
"AUGMON, Stacey O.",1
"AUGUSTIN, Ludovic",1
"AUGUSTUS, Seimone",1
"AULT, Garnet Walter",1
AUMOITTE,1
"AUN, Rein",1
"AUREGGI, Aldo",1
"AUST, Otto",1
"AUSTIN, Arthur",1
"AUSTIN, C.",1
"AUSTIN, Charles",1
"AUSTIN, Michael Mackay",1
"AUSTIN, Timothy",1
"AUTHEN, Otto F.",1
"AUWERKERKEN, Eugenius",1
"AVDEENKO, Gennadi",1
"AVENDANO, Victor",1
"AVERAIMO, Gianni",1
"AVERY, George Gordon",1
"AVILOV, Nikolai",1
"AVLUCA, Nazmi",1
"AVRAMENKO, Gennadi",1
"AVRIL, Jacky",1
"AWAZIE, Nduka",1
"AXELROD, Albert",1
"AXELSSON, Thor",1
"AXTELL, Charles Sumner",1
"AYACHE, William",1
"AYALA, Roberto",1
"AYAT, Albert",1
"AYEW, Kwame",1
"AYIK, Ahmet",1
"AYKAC, Turgut",1
"AYMAR, Luciana",1
"AYRAULT, Arthur Delancey Jr.",1
"AYRE, Sanjay",1
"AYTON, Sarah",1
"AYVAZ, Kazim",1
"AYVAZYAN, Artur",1
"AZAR, Amado",1
"AZARIAN, Eduard",1
"AZAROVA, Elena",1
"AZARYAN, Albert",1
